Currency,Date,Open,High,Low,Close,OHLCVolatility
INR,2024-02-19,69.0905,69.297,68.1638,68.8259,0.286
INR,2024-02-20,68.889,68.6604,69.2245,69.3715,0.1388
INR,2024-02-21,68.9773,69.414,68.8138,68.1305,0.0743
INR,2024-02-22,67.8168,68.445,67.5098,66.5711,0.1587
INR,2024-02-23,68.6487,68.4067,68.3718,68.7069,0.0929
INR,2024-02-26,68.6211,69.1015,67.8796,69.6749,0.0811
INR,2024-02-27,67.3255,67.783,66.8686,67.8406,0.3426
INR,2024-02-28,68.8342,69.602,68.1572,69.4856,0.1342
INR,2024-02-29,69.0223,68.8359,68.9407,68.5369,0.1541
INR,2024-03-01,70.578,69.8444,70.0349,68.9653,0.1264
INR,2024-03-04,69.3523,69.5844,69.6912,68.637,0.184
INR,2024-03-05,67.533,67.8412,67.3102,66.8814,0.2572
INR,2024-03-06,68.8973,68.0847,68.604,68.2355,0.1926
INR,2024-03-07,67.4708,67.6134,67.0183,68.3366,0.09
INR,2024-03-08,67.9288,67.8914,68.0555,69.6943,0.1702
INR,2024-03-11,67.0025,67.6614,65.7414,68.0349,0.074
INR,2024-03-12,67.7791,68.6126,67.9329,68.2229,0.1887
INR,2024-03-13,67.3364,67.5066,68.757,66.312,0.1374
INR,2024-03-14,67.0156,68.0318,67.5306,66.5755,0.1565
INR,2024-03-15,69.7046,69.1867,68.923,69.7148,0.1009
INR,2024-03-18,68.7254,69.025,68.8255,68.7952,0.1307
INR,2024-03-19,68.3769,68.9079,67.3838,67.139,0.2567
INR,2024-03-20,66.3112,66.4354,65.8171,66.5922,0.1189
INR,2024-03-21,68.0552,68.0087,68.1499,68.9048,0.1679
INR,2024-03-22,67.5704,68.2202,67.2168,68.3833,0.1815
INR,2024-03-25,67.4343,67.3543,66.8607,68.0447,0.149
INR,2024-03-26,68.3807,69.2195,68.4765,68.9278,0.1399
INR,2024-03-27,68.0457,68.795,67.4329,68.8592,0.2153
INR,2024-03-28,68.2843,68.8253,68.2395,68.6085,0.1435
INR,2024-03-29,68.3603,68.8579,68.5694,70.4527,0.0997
INR,2024-04-01,67.0491,67.8282,66.4533,67.6733,0.1814
INR,2024-04-02,68.2511,68.0025,68.0132,67.5739,0.1988
INR,2024-04-03,68.1163,67.9035,68.077,68.5292,0.1218
INR,2024-04-04,67.4411,67.763,67.1186,66.9342,0.1264
INR,2024-04-05,68.4954,67.9713,68.9991,67.7769,0.1393
INR,2024-04-08,68.5742,69.5119,67.9454,68.4143,0.149
INR,2024-04-09,67.2608,67.4516,67.2051,67.5835,0.1086
INR,2024-04-10,68.7827,69.7491,68.6371,69.1844,0.1845
INR,2024-04-11,67.8621,68.1742,67.6558,67.9598,0.1113
INR,2024-04-12,68.2878,68.7368,67.3623,69.2471,0.2577
INR,2024-04-15,67.496,68.1322,67.2043,69.6858,0.1096
INR,2024-04-16,67.4236,67.3239,68.2856,66.8979,0.112
INR,2024-04-17,68.4137,68.7846,67.2756,69.3642,0.1212
INR,2024-04-18,67.3649,67.8109,67.825,69.1964,0.209
INR,2024-04-19,67.7942,67.1376,66.9172,67.6796,0.2119
INR,2024-04-22,66.6689,66.5692,66.4663,66.7159,0.1275
INR,2024-04-23,68.8862,68.5524,68.7574,69.0065,0.1757
INR,2024-04-24,68.975,68.6126,69.542,70.2526,0.1666
INR,2024-04-25,67.5149,68.4904,67.257,68.6941,0.1534
INR,2024-04-26,70.3241,71.4018,70.2486,71.2957,0.1823
INR,2024-04-29,69.632,69.3495,69.0889,70.6904,0.0621
INR,2024-04-30,67.0801,66.2605,67.0148,67.7976,0.2251
INR,2024-05-01,68.3374,69.3517,68.8275,66.634,0.1472
INR,2024-05-02,68.6474,68.8311,69.4811,68.5583,0.0848
INR,2024-05-03,68.933,69.3163,69.203,68.4191,0.097
INR,2024-05-06,68.2007,68.8782,68.4935,68.7047,0.1235
INR,2024-05-07,67.4705,67.6169,67.7881,66.9168,0.0901
INR,2024-05-08,70.2281,70.4457,70.3779,70.442,0.1444
INR,2024-05-09,68.0424,68.5495,67.4636,67.5119,0.1212
INR,2024-05-10,67.9883,67.0373,68.5459,69.3552,0.2322
INR,2024-05-13,68.0143,68.5026,67.6587,71.0932,0.206
INR,2024-05-14,68.1354,67.8576,68.7386,68.3389,0.1122
INR,2024-05-15,66.8411,66.7178,67.1819,68.5282,0.1941
INR,2024-05-16,68.2554,69.1953,68.0167,67.3941,0.2262
INR,2024-05-17,68.8022,68.4836,68.6974,67.9266,0.0809
INR,2024-05-20,69.1895,70.3442,69.6888,69.7525,0.1175
INR,2024-05-21,67.7762,67.68,68.0082,67.8247,0.1085
INR,2024-05-22,68.5338,68.7087,68.4533,67.6262,0.1212
INR,2024-05-23,69.0187,69.4692,69.3075,69.1181,0.1876
INR,2024-05-24,66.5939,67.0656,66.7252,67.1645,0.1118
INR,2024-05-27,66.4585,65.8447,66.2344,66.7182,0.1048
INR,2024-05-28,68.9019,68.2712,68.735,67.6909,0.1174
INR,2024-05-29,68.3107,68.0805,68.303,69.317,0.1212
INR,2024-05-30,69.099,68.7342,68.6341,70.5406,0.0264
INR,2024-05-31,67.4664,67.955,67.368,67.8376,0.1198
INR,2024-06-03,68.3499,68.4721,67.566,68.6043,0.1669
INR,2024-06-04,67.8515,67.8077,67.8677,68.2459,0.129
INR,2024-06-05,68.5531,69.7908,67.9176,68.2271,0.2101
INR,2024-06-06,67.8553,67.0362,68.1593,65.9845,0.1324
INR,2024-06-07,68.2818,69.32,67.9183,68.0627,0.1915
INR,2024-06-10,66.0522,66.37,65.4668,64.5736,0.2072
INR,2024-06-11,68.6018,68.5942,68.0854,70.8725,0.1591
INR,2024-06-12,68.5116,68.4819,68.7365,69.3419,0.1072
INR,2024-06-13,68.3349,68.2961,67.8954,68.6686,0.2019
INR,2024-06-14,67.7533,67.8184,68.0427,67.309,0.1689
INR,2024-06-17,69.0203,68.7592,68.3855,70.376,0.1707
INR,2024-06-18,70.1401,69.9532,70.5625,68.3614,0.2248
INR,2024-06-19,68.9177,69.0899,68.5777,67.7922,0.2723
INR,2024-06-20,68.3926,68.6473,67.8297,68.8736,0.1612
INR,2024-06-21,67.4729,67.9086,66.3319,68.8183,0.2297
INR,2024-06-24,67.7521,67.4573,67.615,67.8078,0.2047
INR,2024-06-25,66.5709,67.5356,66.4499,66.144,0.0994
INR,2024-06-26,66.6085,67.2201,66.3718,65.3185,0.0852
INR,2024-06-27,67.9276,68.9621,67.8573,66.4244,0.1377
INR,2024-06-28,67.9906,66.8422,67.8178,67.7597,0.1848
INR,2024-07-01,70.1123,70.8756,70.0467,69.0058,0.2787
INR,2024-07-02,68.3226,68.5295,68.1346,68.5206,0.1428
INR,2024-07-03,67.6897,67.6162,67.5061,67.1463,0.1144
INR,2024-07-04,68.3698,68.4423,67.4178,65.7188,0.2046
INR,2024-07-05,69.5094,68.6727,69.4808,69.138,0.0796
INR,2024-07-08,67.4855,67.1302,66.4094,68.4212,0.2136
INR,2024-07-09,68.985,68.6205,69.0473,69.4744,0.0889
INR,2024-07-10,68.9763,69.0562,68.9637,69.6873,0.1722
INR,2024-07-11,67.9024,68.682,68.2429,68.5183,0.1797
INR,2024-07-12,67.9538,68.3169,68.3793,68.8778,0.1408
INR,2024-07-15,67.7406,68.4651,67.8928,66.3322,0.0722
INR,2024-07-16,68.8693,68.4291,67.792,66.7874,0.2348
INR,2024-07-17,68.4744,68.626,68.5468,68.8735,0.1481
INR,2024-07-18,69.3666,69.6238,69.0915,69.003,0.1472
INR,2024-07-19,68.5711,67.9161,69.0452,69.3144,0.1585
INR,2024-07-22,68.0794,68.2886,67.7056,67.5396,0.1111
INR,2024-07-23,68.4592,68.17,68.0551,66.7566,0.2015
INR,2024-07-24,68.7359,69.0639,68.0446,70.4014,0.2007
INR,2024-07-25,66.4225,65.9827,66.5349,66.4486,0.1759
INR,2024-07-26,67.5376,67.831,67.7153,66.9261,0.0797
INR,2024-07-29,67.3401,66.8643,67.628,68.3937,0.1025
INR,2024-07-30,70.8957,71.3424,70.6033,70.0374,0.185
INR,2024-07-31,67.6877,67.9487,66.2077,67.5916,0.2075
INR,2024-08-01,67.5602,67.7427,66.4748,66.9332,0.2406
INR,2024-08-02,68.9711,68.8899,68.4549,69.9436,0.1811
INR,2024-08-05,66.6931,66.5295,66.6169,66.6187,0.181
INR,2024-08-06,68.441,67.9734,68.0509,69.0516,0.178
INR,2024-08-07,69.3441,69.9611,68.9145,69.274,0.067
INR,2024-08-08,68.693,68.9968,68.3572,67.4162,0.0959
INR,2024-08-09,69.3165,69.4967,68.7757,69.3448,0.1515
INR,2024-08-12,69.2016,69.1436,68.9536,68.7393,0.1283
INR,2024-08-13,67.9542,68.2652,67.9935,69.2099,0.1053
INR,2024-08-14,68.0765,68.0566,67.153,68.273,0.2016
INR,2024-08-15,66.7778,67.1113,66.133,66.8601,0.2033
INR,2024-08-16,67.746,68.6507,66.3966,67.3832,0.1277
INR,2024-08-19,69.7167,70.7065,69.7782,69.2965,0.1359
INR,2024-08-20,66.9189,66.6596,67.221,66.1511,0.1483
INR,2024-08-21,68.4976,69.4728,68.7967,69.4819,0.1393
INR,2024-08-22,68.2139,68.7513,68.5752,68.5963,0.1583
INR,2024-08-23,68.7558,69.1004,67.3281,68.118,0.1235
INR,2024-08-26,67.6402,67.5625,67.7589,68.8292,0.221
INR,2024-08-27,67.6926,67.4764,67.2569,67.1404,0.1816
INR,2024-08-28,68.4663,67.9084,67.4925,70.2621,0.1194
INR,2024-08-29,67.8756,68.2186,67.5084,68.5342,0.2505
INR,2024-08-30,68.0864,67.8872,68.5761,67.3555,0.1483
INR,2024-09-02,70.0579,69.9991,69.746,70.0415,0.2094
INR,2024-09-03,70.7903,70.7248,70.835,71.8344,0.1841
INR,2024-09-04,70.11,70.602,70.0897,70.7007,0.2054
INR,2024-09-05,69.0838,69.5375,68.3505,70.2531,0.2191
INR,2024-09-06,68.912,69.0285,68.6387,70.1186,0.1092
INR,2024-09-09,68.632,68.6353,68.4176,69.9105,0.1596
INR,2024-09-10,68.3098,67.8298,67.7366,68.9553,0.2582
INR,2024-09-11,67.9556,68.2651,67.6309,69.533,0.1452
INR,2024-09-12,68.5424,69.0463,68.2491,68.0959,0.1597
INR,2024-09-13,69.337,69.0237,69.0705,68.6368,0.2098
INR,2024-09-16,66.7402,66.6607,66.3515,68.3057,0.1467
INR,2024-09-17,67.7081,68.8487,68.2321,65.5093,0.172
INR,2024-09-18,67.7613,67.4507,67.2071,68.0051,0.1218
INR,2024-09-19,66.983,67.6193,66.4579,66.8839,0.2423
INR,2024-09-20,67.1933,66.6305,67.3392,67.1477,0.1622
INR,2024-09-23,68.0221,68.3981,68.4479,69.4659,0.1459
INR,2024-09-24,69.3806,69.752,68.9523,69.9504,0.1724
INR,2024-09-25,68.9061,69.7706,68.6078,69.6151,0.1455
INR,2024-09-26,69.7035,69.5653,68.603,69.6633,0.0785
INR,2024-09-27,68.3914,68.2509,67.7711,67.7388,0.1277
INR,2024-09-30,66.3738,66.3476,67.3857,64.7899,0.188
INR,2024-10-01,69.0491,69.4619,69.3326,69.0014,0.1498
INR,2024-10-02,67.105,68.0567,66.4663,66.884,0.1513
INR,2024-10-03,68.4717,67.6509,68.3953,67.7897,0.0999
INR,2024-10-04,67.9822,69.0811,67.4618,67.4111,0.1786
INR,2024-10-07,69.6627,70.325,69.4329,69.0158,0.1849
INR,2024-10-08,68.6568,69.3044,68.1392,69.7064,0.1232
INR,2024-10-09,69.5807,69.8795,68.3431,68.8915,0.2368
INR,2024-10-10,68.4612,68.3355,68.5032,68.1409,0.1712
INR,2024-10-11,68.7862,68.6993,68.5984,70.9284,0.2364
INR,2024-10-14,68.6997,68.9187,68.4396,69.3132,0.0989
JPY,2024-01-01,85.9647,85.3304,85.5651,86.6119,0.1258
JPY,2024-01-02,87.7961,87.3832,88.3283,88.0205,0.2024
JPY,2024-01-03,87.906,87.8766,87.1667,87.8675,0.1414
JPY,2024-01-04,87.1058,87.6319,87.694,88.5823,0.219
JPY,2024-01-05,85.5965,85.9944,85.1495,85.8572,0.1225
JPY,2024-01-08,85.5505,85.7377,84.7641,86.0941,0.1315
JPY,2024-01-09,86.9938,85.7695,86.2194,85.2541,0.1319
JPY,2024-01-10,85.1024,84.6551,84.322,84.6347,0.1673
JPY,2024-01-11,86.1752,86.6137,85.9368,84.8922,0.1998
JPY,2024-01-12,85.7283,85.1501,85.7424,87.2291,0.1925
JPY,2024-01-15,85.8734,85.8988,85.8343,87.9502,0.1691
JPY,2024-01-16,86.6521,87.3673,86.3327,86.3931,0.1402
JPY,2024-01-17,86.1505,86.3319,85.5867,86.2024,0.1866
JPY,2024-01-18,86.1414,86.3807,86.9405,87.0577,0.1673
JPY,2024-01-19,87.2201,85.972,85.9759,87.0805,0.2054
JPY,2024-01-22,85.1822,85.6886,85.5089,84.5584,0.2457
JPY,2024-01-23,86.0314,86.3401,85.3964,86.5271,0.1575
JPY,2024-01-24,86.5871,87.9888,86.4159,86.7882,0.2025
JPY,2024-01-25,87.3276,88.1211,86.8083,86.1846,0.2317
JPY,2024-01-26,85.0758,85.4271,85.2529,85.0116,0.1664
JPY,2024-01-29,86.5435,86.9544,85.5366,86.997,0.1378
JPY,2024-01-30,87.1862,87.9809,87.6,87.7836,0.1851
JPY,2024-01-31,85.9245,86.8124,85.7996,86.0501,0.1413
JPY,2024-02-01,86.2377,85.8895,86.7577,87.8322,0.1077
JPY,2024-02-02,85.2307,84.354,85.3502,83.9076,0.2321
JPY,2024-02-05,87.2319,87.0878,85.9057,88.2137,0.1338
JPY,2024-02-06,83.7227,85.0682,84.2175,82.0773,0.2011
JPY,2024-02-07,88.6619,89.554,88.1799,89.2566,0.1927
JPY,2024-02-08,86.981,87.3216,86.7289,86.9184,0.1123
JPY,2024-02-09,85.9414,85.2949,85.7906,84.9528,0.0948
JPY,2024-02-12,86.402,87.298,85.7428,84.8315,0.1005
JPY,2024-02-13,87.1629,86.8716,87.0752,87.7129,0.1016
JPY,2024-02-14,86.3275,85.8605,86.4282,86.6473,0.0704
JPY,2024-02-15,86.6626,86.8528,86.1863,86.8865,0.2182
JPY,2024-02-16,86.3473,86.3326,86.0862,86.8906,0.1524
JPY,2024-02-19,86.2627,86.1117,86.3941,84.8601,0.2375
JPY,2024-02-20,84.9782,84.8318,85.1374,85.8732,0.1353
JPY,2024-02-21,87.4698,87.3331,87.1303,86.6345,0.2573
JPY,2024-02-22,85.0345,85.3894,84.5176,85.4483,0.1407
JPY,2024-02-23,86.0923,86.3142,85.9658,87.0562,0.2605
JPY,2024-02-26,85.6646,85.1797,85.5087,88.2443,0.1098
JPY,2024-02-27,87.8612,88.9001,87.938,88.4302,0.2314
JPY,2024-02-28,85.843,85.9412,85.9338,84.8282,0.1175
JPY,2024-02-29,84.9982,85.2152,85.1831,85.2319,0.0722
JPY,2024-03-01,86.553,87.1697,87.3498,86.927,0.2114
JPY,2024-03-04,85.0125,86.0487,84.6029,84.3074,0.1472
JPY,2024-03-05,86.7804,87.0184,86.311,85.8598,0.1585
JPY,2024-03-06,84.8084,84.9528,85.0603,84.0729,0.2118
JPY,2024-03-07,87.3134,87.818,87.6596,86.997,0.2107
JPY,2024-03-08,86.3638,87.7235,85.9672,86.5559,0.1345
JPY,2024-03-11,86.3556,86.4794,85.8016,87.3123,0.1107
JPY,2024-03-12,84.8909,84.1728,84.4369,83.7875,0.0424
JPY,2024-03-13,86.6107,88.0572,86.4137,87.4492,0.1541
JPY,2024-03-14,86.1232,86.7827,86.0683,86.3906,0.1661
JPY,2024-03-15,85.554,86.25,85.4415,84.7983,0.1768
JPY,2024-03-18,85.3236,85.5377,85.1282,86.4095,0.1737
JPY,2024-03-19,86.1971,86.806,85.302,86.7549,0.1505
JPY,2024-03-20,84.9103,84.5777,84.8629,84.3007,0.1407
JPY,2024-03-21,86.2787,86.7436,86.114,86.7652,0.1532
JPY,2024-03-22,84.2466,83.977,84.1187,83.0369,0.18
JPY,2024-03-25,87.7528,88.5622,87.6596,89.2436,0.1574
JPY,2024-03-26,85.885,85.7783,85.8362,85.4968,0.1585
JPY,2024-03-27,86.3827,86.5842,85.9642,87.5733,0.1975
JPY,2024-03-28,84.7372,83.6602,84.07,83.3703,0.1388
JPY,2024-03-29,85.052,84.351,84.5813,85.8111,0.1212
JPY,2024-04-01,83.6311,83.5579,83.2352,82.1521,0.1592
JPY,2024-04-02,86.2068,86.6964,85.947,85.2337,0.2098
JPY,2024-04-03,86.0636,86.2499,86.3302,85.6203,0.1058
JPY,2024-04-04,86.0492,87.105,86.5351,84.4356,0.2236
JPY,2024-04-05,86.0128,85.8782,85.2928,85.4072,0.2413
JPY,2024-04-08,86.9,86.8561,85.6214,86.2943,0.1871
JPY,2024-04-09,86.5214,87.3723,85.5406,86.5534,0.1123
JPY,2024-04-10,86.6821,86.5432,85.4754,86.8186,0.1317
JPY,2024-04-11,86.4068,85.9332,86.6926,87.6072,0.1172
JPY,2024-04-12,85.1752,85.6435,84.3823,85.8941,0.1998
JPY,2024-04-15,85.4653,84.9544,84.5146,85.1426,0.1375
JPY,2024-04-16,87.5503,88.0284,87.1223,89.7153,0.1178
JPY,2024-04-17,87.1499,87.3784,86.8156,88.6784,0.1754
JPY,2024-04-18,86.7604,87.4966,86.7429,85.9212,0.0978
JPY,2024-04-19,84.2557,85.4838,84.6073,84.0345,0.1362
JPY,2024-04-22,86.5295,87.1374,85.8993,85.9464,0.1416
JPY,2024-04-23,86.5047,86.5803,85.501,86.9957,0.1867
JPY,2024-04-24,86.885,87.6717,86.5945,85.5881,0.17
JPY,2024-04-25,85.5707,85.5064,85.0776,86.809,0.1511
JPY,2024-04-26,86.5309,87.582,86.2106,89.1326,0.1783
JPY,2024-04-29,84.4613,85.038,84.0708,85.7511,0.1837
JPY,2024-04-30,86.0836,85.6715,85.9882,85.2331,0.121
JPY,2024-05-01,86.8107,87.8456,86.4133,85.6148,0.1722
JPY,2024-05-02,87.4187,87.3138,87.2857,87.4334,0.1108
JPY,2024-05-03,86.8704,87.0099,86.4606,85.9829,0.1281
JPY,2024-05-06,86.9445,86.9581,85.881,86.5448,0.1612
JPY,2024-05-07,87.1547,86.6455,87.8351,85.629,0.2131
JPY,2024-05-08,85.6702,87.1493,85.7524,85.8548,0.2271
JPY,2024-05-09,88.2282,89.4589,87.424,89.2523,0.1796
JPY,2024-05-10,87.0005,86.9249,87.2096,86.9971,0.1415
JPY,2024-05-13,85.7689,86.3171,85.0912,85.8573,0.2239
JPY,2024-05-14,85.0804,85.1836,85.2388,83.2139,0.1459
JPY,2024-05-15,86.1004,87.0571,85.5849,85.0762,0.2427
JPY,2024-05-16,87.4431,87.9342,87.3564,86.4837,0.1314
JPY,2024-05-17,87.3108,88.4531,86.3392,86.822,0.094
JPY,2024-05-20,86.363,85.6788,86.0014,86.2154,0.1267
JPY,2024-05-21,84.6274,85.0842,84.6937,83.4575,0.0064
JPY,2024-05-22,86.1946,87.2807,85.164,85.7375,0.1199
JPY,2024-05-23,86.6909,86.3917,86.34,87.457,0.2113
JPY,2024-05-24,86.1219,86.2201,86.3609,85.2951,0.1387
JPY,2024-05-27,86.5895,87.2463,86.7911,88.0822,0.1364
JPY,2024-05-28,86.2007,86.0271,87.2129,87.0848,0.1868
JPY,2024-05-29,85.9408,86.1743,85.4828,84.3782,0.1235
JPY,2024-05-30,87.0164,86.5892,86.6696,85.6598,0.1733
JPY,2024-05-31,86.1865,85.5789,85.4041,85.4519,0.1095
JPY,2024-06-03,86.4227,87.197,86.7306,86.4843,0.1714
JPY,2024-06-04,86.9152,87.2034,86.8987,86.0876,0.1543
JPY,2024-06-05,85.15,83.8893,84.7317,86.0539,0.0319
JPY,2024-06-06,85.2124,85.7219,83.9836,85.2332,0.1136
JPY,2024-06-07,86.0392,86.9266,86.1622,85.24,0.1259
JPY,2024-06-10,85.2688,85.5301,84.2564,85.5918,0.1374
JPY,2024-06-11,85.9303,85.3487,85.2887,85.8524,0.141
JPY,2024-06-12,89.4152,89.7646,89.5911,88.9888,0.2074
JPY,2024-06-13,86.3354,85.8162,85.6758,85.6672,0.2437
JPY,2024-06-14,87.3021,87.2785,86.4616,87.37,0.1926
JPY,2024-06-17,86.7068,86.4837,86.8286,87.7368,0.1333
JPY,2024-06-18,85.8184,85.5409,85.4066,87.881,0.0966
JPY,2024-06-19,86.2463,87.1524,86.0861,86.6987,0.0969
JPY,2024-06-20,86.6504,86.7568,85.9575,87.8378,0.2795
JPY,2024-06-21,86.8017,87.1646,86.5045,86.4486,0.1669
JPY,2024-06-24,85.9267,86.2109,85.0679,84.9202,0.207
JPY,2024-06-25,87.5392,87.6802,88.4001,86.9314,0.2148
JPY,2024-06-26,86.1992,85.8996,86.2516,87.0398,0.1773
JPY,2024-06-27,85.9832,85.9998,85.979,85.0608,0.2308
JPY,2024-06-28,85.8998,86.7084,84.9391,86.8981,0.1284
JPY,2024-07-01,86.6258,86.8137,86.8777,86.9502,0.091
JPY,2024-07-02,87.4098,87.3775,87.1092,87.6931,0.1371
JPY,2024-07-03,86.8088,86.7713,86.1731,85.4628,0.1563
JPY,2024-07-04,88.161,87.8609,88.2999,88.6749,0.159
JPY,2024-07-05,86.5727,87.0173,86.0554,87.6824,0.1705
JPY,2024-07-08,85.9808,86.5171,84.8309,85.8482,0.1013
JPY,2024-07-09,87.3292,87.469,88.2155,88.1766,0.1232
JPY,2024-07-10,86.1316,86.4976,85.8363,86.841,0.1282
JPY,2024-07-11,86.7352,86.8054,86.1658,87.3506,0.1032
JPY,2024-07-12,87.3081,87.2401,86.7041,87.6754,0.2419
JPY,2024-07-15,85.9986,86.024,85.8083,85.6955,0.19
JPY,2024-07-16,84.6058,84.2789,84.9397,85.5561,0.2355
JPY,2024-07-17,86.1176,86.2332,85.8826,87.2795,0.1036
JPY,2024-07-18,86.4605,87.1481,86.0099,86.65,0.2001
JPY,2024-07-19,83.5189,84.0578,83.6459,81.6882,0.1756
JPY,2024-07-22,87.5958,87.727,86.9193,89.208,0.2157
JPY,2024-07-23,87.8621,88.4331,87.6243,86.2601,0.1377
JPY,2024-07-24,85.3789,86.6643,85.2668,85.5021,0.1776
JPY,2024-07-25,86.2657,87.3132,86.377,86.4603,0.1129
JPY,2024-07-26,84.9021,84.7962,84.7206,84.4728,0.1154
JPY,2024-07-29,84.8158,84.9742,85.3681,85.5758,0.1541
JPY,2024-07-30,84.7645,84.8099,84.9406,85.0837,0.217
JPY,2024-07-31,84.3469,84.6044,84.227,85.0183,0.1607
JPY,2024-08-01,85.4701,85.5106,85.6681,86.5461,0.1511
JPY,2024-08-02,88.1233,88.293,88.2775,86.6096,0.0598
JPY,2024-08-05,84.638,84.9715,84.1836,83.0568,0.1948
JPY,2024-08-06,85.739,86.0124,84.7329,86.6359,0.1366
JPY,2024-08-07,85.3309,84.455,85.4905,85.1198,0.1006
JPY,2024-08-08,86.0908,86.3293,86.0033,85.4408,0.1584
JPY,2024-08-09,86.664,86.3188,85.7586,86.5655,0.1509
JPY,2024-08-12,86.9303,87.2469,86.2537,87.2174,0.1194
JPY,2024-08-13,86.5836,86.2117,86.3293,86.5504,0.1396
JPY,2024-08-14,86.0936,85.3526,86.1679,86.1864,0.158
JPY,2024-08-15,85.1944,86.0273,85.4275,86.1639,0.1714
JPY,2024-08-16,85.5759,86.6635,85.9727,86.495,0.2
JPY,2024-08-19,85.5515,86.4477,85.4765,85.8402,0.163
JPY,2024-08-20,86.0878,86.6932,85.491,84.3393,0.2152
JPY,2024-08-21,84.5596,85.2759,83.7963,83.4686,0.1295
JPY,2024-08-22,85.1164,85.2089,85.0704,85.8961,0.2155
JPY,2024-08-23,87.6178,87.5367,87.5224,85.9343,0.1097
JPY,2024-08-26,87.1869,88.1947,87.6041,86.5945,0.1487
JPY,2024-08-27,86.5023,86.2975,86.0902,86.0284,0.1493
JPY,2024-08-28,86.7684,86.9716,86.7866,86.6588,0.1456
JPY,2024-08-29,85.8521,85.9227,84.8528,86.413,0.1352
JPY,2024-08-30,86.9191,86.9521,86.1325,87.2887,0.1446
JPY,2024-09-02,86.6698,86.0844,87.0332,85.4759,0.1571
JPY,2024-09-03,87.9546,89.2703,87.4356,88.4555,0.0599
JPY,2024-09-04,85.6794,85.4855,85.7898,85.5113,0.1264
JPY,2024-09-05,84.2428,84.8168,84.5792,84.482,0.2537
JPY,2024-09-06,85.3027,84.2376,85.2457,86.4037,0.2479
JPY,2024-09-09,84.9925,85.4409,85.0252,84.8866,0.2822
JPY,2024-09-10,84.7191,85.046,84.2853,85.8049,0.1549
JPY,2024-09-11,86.5301,86.5343,86.1956,86.187,0.1811
JPY,2024-09-12,85.8525,86.241,85.6671,86.9785,0.1474
JPY,2024-09-13,84.4491,85.28,84.7019,83.7953,0.1202
JPY,2024-09-16,87.5965,86.7287,85.8277,88.6526,0.1612
JPY,2024-09-17,86.1672,86.51,85.7066,86.8124,0.1778
JPY,2024-09-18,86.3117,86.413,86.1873,86.1168,0.2067
JPY,2024-09-19,86.8157,85.5455,86.2877,87.0104,0.1491
JPY,2024-09-20,85.8336,86.5956,85.1598,85.0607,0.1704
JPY,2024-09-23,85.2504,84.7606,85.3638,86.1128,0.1977
JPY,2024-09-24,86.7352,87.2977,86.2771,86.0937,0.1716
